$ numactl --physcpubind=4 --localalloc quickstart/target/getting-started-reactive-1.0.0-SNAPSHOT-runner -Xmx64m -XX:+PrintGC
__  ____  __  _____   ___  __ ____  ______
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) getting-started-reactive 1.0.0-SNAPSHOT native (powered by Quarkus 3.6.5) started in 0.033s. Listening on: http://0.0.0.0:8080
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) Profile prod activated.
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) Installed features: [cdi, resteasy-reactive, smallrye-context-propagation, vertx]
[3.497s] GC(0) Pause Full GC (Collect on allocation) 13.00M->3.00M 14.698ms
[15.829s] GC(133) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.418ms
[15.905s] GC(134) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.415ms
[15.984s] GC(135) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.403ms
[16.057s] GC(136) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.509ms
[16.129s] GC(137) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.474ms
[16.208s] GC(138) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.353ms
[16.278s] GC(139) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.329ms
[16.355s] GC(140) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.359ms
[16.431s] GC(141) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.369ms
[16.508s] GC(142) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.374ms
[16.585s] GC(143) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.371ms
[16.662s] GC(144) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.375ms
[16.745s] GC(145) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.243ms
[16.824s] GC(146) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.438ms
[16.903s] GC(147) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.323ms
[16.972s] GC(148) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.282ms
[17.049s] GC(149) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.323ms
[17.126s] GC(150) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.326ms
[17.203s] GC(151) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.335ms
[17.275s] GC(152) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.333ms
[17.352s] GC(153) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.344ms
[17.437s] GC(154) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.137ms
[17.516s] GC(155) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.362ms
[17.595s] GC(156) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.313ms
[17.674s] GC(157) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.331ms
[17.753s] GC(158) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.313ms
[17.832s] GC(159) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.367ms
[17.911s] GC(160) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.400ms
[17.990s] GC(161) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.357ms
[18.058s] GC(162) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.332ms
[18.141s] GC(163) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.155ms
[18.220s] GC(164) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.404ms
[18.299s] GC(165) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.313ms
[18.378s] GC(166) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.313ms
[18.447s] GC(167) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.312ms
[18.522s] GC(168) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.293ms
[18.599s] GC(169) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.331ms
[18.676s] GC(170) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.334ms
[18.753s] GC(171) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.339ms
[18.836s] GC(172) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.212ms
[18.915s] GC(173) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.412ms
[18.994s] GC(174) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.346ms
[19.073s] GC(175) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.275ms
[19.142s] GC(176) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.286ms
[19.217s] GC(177) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.287ms
[19.294s] GC(178) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.307ms
[19.371s] GC(179) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.318ms
[19.448s] GC(180) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.315ms
[19.525s] GC(181) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.330ms
[19.608s] GC(182) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.103ms
[19.686s] GC(183) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.412ms
[19.765s] GC(184) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.326ms
[19.844s] GC(185) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.318ms
[19.923s] GC(186) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.339ms
[20.001s] GC(187) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.321ms
[20.067s] GC(188) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.296ms
[20.139s] GC(189) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.330ms
[20.211s] GC(190) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.342ms
[20.296s] GC(191) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.174ms
[20.375s] GC(192) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.403ms
[20.454s] GC(193) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.321ms
[20.523s] GC(194) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.335ms
[20.598s] GC(195) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.378ms
[20.675s] GC(196) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.329ms
[20.752s] GC(197) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.351ms
[20.829s] GC(198) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.365ms
[20.906s] GC(199) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.377ms
[20.989s] GC(200) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.172ms
[21.068s] GC(201) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.389ms
[21.147s] GC(202) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.328ms
[21.217s] GC(203) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.308ms
[21.295s] GC(204) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.318ms
[21.372s] GC(205) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.324ms
[21.449s] GC(206) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.323ms
[21.527s] GC(207) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.300ms
[21.604s] GC(208) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.330ms
[21.687s] GC(209) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.171ms
[21.767s] GC(210) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.401ms
[21.848s] GC(211) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.296ms
[21.925s] GC(212) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.355ms
[22.004s] GC(213) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.345ms
[22.074s] GC(214) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.344ms
[22.151s] GC(215) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.397ms
[22.228s] GC(216) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.352ms
[22.306s] GC(217) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.353ms
[22.389s] GC(218) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.215ms
[22.468s] GC(219) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.402ms
[22.547s] GC(220) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.305ms
[22.626s] GC(221) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.317ms
[22.705s] GC(222) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.346ms
[22.784s] GC(223) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.373ms
[22.863s] GC(224) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.361ms
[22.942s] GC(225) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.364ms
[23.021s] GC(226) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.384ms
[23.106s] GC(227) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.188ms
[23.185s] GC(228) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.399ms
[23.261s] GC(229) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.279ms
[23.340s] GC(230) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.295ms
[23.409s] GC(231) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.287ms
[23.484s] GC(232) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.328ms
[23.561s] GC(233) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.306ms
[23.639s] GC(234) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.325ms
[23.716s] GC(235) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.348ms
[23.799s] GC(236) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.206ms
[23.878s] GC(237) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.441ms
[23.957s] GC(238) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.311ms
[24.034s] GC(239) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.325ms
[24.105s] GC(240) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.335ms
[24.183s] GC(241) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.336ms
[24.262s] GC(242) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.335ms
[24.341s] GC(243) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.374ms
[24.410s] GC(244) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.328ms
[24.491s] GC(245) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.181ms
[24.573s] GC(246) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.377ms
[24.652s] GC(247) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.309ms
[24.722s] GC(248) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.321ms
[24.801s] GC(249) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.339ms
[24.880s] GC(250) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.365ms
[24.959s] GC(251) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.379ms
[25.031s] GC(252) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.354ms
[25.106s] GC(253) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.376ms
[25.191s] GC(254) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.206ms
[25.270s] GC(255) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.339ms
[25.348s] GC(256) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.296ms
[25.427s] GC(257) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.319ms
[25.506s] GC(258) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.336ms
[25.585s] GC(259) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.354ms
[25.664s] GC(260) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.326ms
[25.743s] GC(261) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.372ms
[25.822s] GC(262) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.354ms
[25.907s] GC(263) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.182ms
[25.979s] GC(264) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.346ms
[26.051s] GC(265) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.303ms
[26.128s] GC(266) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.295ms
[26.207s] GC(267) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.312ms
[26.276s] GC(268) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.313ms
[26.352s] GC(269) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.326ms
[26.424s] GC(270) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.348ms
[26.503s] GC(271) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.344ms
[26.578s] GC(272) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.109ms
[26.658s] GC(273) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.384ms
[26.737s] GC(274) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.327ms
[26.816s] GC(275) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.353ms
[26.895s] GC(276) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.352ms
[26.964s] GC(277) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.295ms
[27.039s] GC(278) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.332ms
[27.116s] GC(279) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.365ms
[27.193s] GC(280) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.357ms
[27.276s] GC(281) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.150ms
[27.355s] GC(282) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.402ms
[27.434s] GC(283) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.346ms
[27.513s] GC(284) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.344ms
[27.592s] GC(285) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.389ms
[27.671s] GC(286) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.353ms
