#Absolute timestamp,Relative timestamp,Throughput,Min,Avg,p50,p90,p95,p99,p999,p9999,Max
1626786508.999,147,25000,156288,254508,252287,287487,299519,331519,529407,1402879,1913855
1626786509.999,148,25001,151808,255716,253439,289023,301311,329983,646655,1160191,1243135
1626786510.999,149,25000,155904,1911455,255103,305663,12877823,42532863,49217535,53018623,62095359
1626786511.999,150,24999,159232,255940,252543,288255,301567,337407,829439,1438719,4444159
1626786512.999,151,25001,150400,252286,250879,284927,296703,322047,355839,400639,418047
1626786513.999,152,25000,159360,251959,250879,284159,295935,321535,354815,414207,502271
1626786514.999,153,25000,159616,252677,250751,285951,298239,325375,370687,520447,684031
1626786515.999,154,24289,150656,253711,251903,287231,298751,326655,398079,877567,893951
1626786516.999,155,25711,154496,1923348,253823,304127,11567103,44138495,51347455,55902207,56590335
1626786517.999,156,25001,156288,252985,251647,285695,296959,322559,356095,392191,399359
1626786518.999,157,25000,154880,255631,252543,289023,302079,336895,834047,1327103,1923071
1626786519.999,158,24999,152064,251437,250239,284415,296191,323839,352511,403199,452095
1626786520.999,159,25000,159232,1923207,253439,304639,12148735,43057151,50167807,52723711,52854783
1626786521.999,160,25000,153088,252031,250751,284671,296703,322559,355583,443647,738303
1626786522.999,161,25000,149632,254349,252543,287743,300031,327679,436735,815103,995839
1626786523.999,162,25000,159232,253959,252159,286975,298751,327679,383999,934911,1001983
1626786524.999,163,25000,156288,1945501,254591,308735,12083199,43581439,51937279,54460415,54722559
1626786525.999,164,25000,160384,252508,251135,285439,297471,324351,353535,388095,415231
1626786526.999,165,25000,143488,253246,251775,285951,297983,325631,373247,521983,862207
1626786527.999,166,24999,161024,251434,249855,284415,295935,322559,358399,387071,398591
1626786528.999,167,25001,157952,1951517,254463,305919,12926975,43155455,51838975,57114623,57737215
1626786529.999,168,25000,156288,252250,250751,285183,296703,323071,356095,422655,424447
1626786530.999,169,25000,146688,253448,251903,286207,298239,325119,399103,727039,926719
1626786531.999,170,25000,157440,252972,251775,285439,296703,321279,355071,376575,417023
1626786532.999,171,25000,157824,2039690,255103,305919,14802943,44040191,57638911,66256895,66879487
1626786533.999,172,25000,153344,250672,249343,283391,295167,320511,350975,398847,414719
1626786534.999,173,25000,155008,251314,249983,284159,295679,320767,353279,385791,394495
1626786535.999,174,24999,164224,252433,251135,285183,296191,321023,351743,397567,405247
1626786536.999,175,24806,155776,252883,251391,285951,297983,324095,359423,534015,681471
1626786537.999,176,25194,162688,2232004,255487,310271,16326655,48431103,55771135,60653567,61669375
1626786538.999,177,24999,153216,253766,251775,286975,300031,330239,432639,867839,1295359
1626786539.999,178,25001,158080,253703,251775,286207,298239,328959,396287,1054719,1518591
1626786540.999,179,25002,152832,251745,250751,284671,296191,321279,350719,391935,429311
1626786541.999,180,24999,153472,1973166,254079,305407,13369343,43843583,58720255,65667071,66289663
1626786542.999,181,24999,146048,252782,251391,285439,297471,321535,356351,388351,427007
1626786543.999,182,25001,157440,253379,251903,286719,298495,323583,357375,398591,500735
1626786544.999,183,24999,149248,252911,251775,285695,297215,321279,357887,380671,406783
1626786545.999,184,25001,160896,255114,252671,287999,301055,330751,608255,1445887,2094079
1626786546.999,185,24995,152832,1958674,252159,303359,13213695,43614207,51675135,56557567,56983551
1626786547.999,186,25005,155264,253497,251903,286719,298495,327167,385023,579071,747519
1626786548.999,187,25000,154496,253478,252287,286463,298239,323327,358911,403455,416255
1626786549.999,188,25000,152320,252314,250751,285183,296959,321791,355327,382207,792575
1626786550.999,189,25001,161408,254064,253055,286719,297983,323327,354047,392959,398079
1626786551.999,190,24999,158336,256976,252927,290047,303103,338687,1127423,1862655,3524607
1626786552.999,191,25001,158080,2001319,255359,307967,13393919,44269567,52297727,57343999,57966591
1626786553.999,192,24998,157056,254141,251903,286463,298751,331263,626687,1199103,1623039
1626786554.999,193,25001,152832,253038,251263,285695,297727,325887,434175,961535,3190783
1626786555.999,194,25000,161408,253554,252287,286207,297983,324351,359935,435711,632831
1626786556.999,195,25000,158336,252635,251135,285695,296959,324095,357631,390911,479743
1626786557.999,196,25000,157952,252003,250495,284927,296191,320767,352255,378879,385279
1626786558.999,197,25000,157312,252736,251007,285951,297471,324351,375807,745983,756223
1626786559.999,198,25000,158848,253019,251135,286463,298751,326655,425983,873983,922623
1626786560.999,199,24999,148992,253598,251647,286207,298495,326399,464895,971775,992255
1626786561.999,200,25000,155392,1962953,260095,346367,12738559,43712511,51675135,54427647,54886399
1626786562.999,201,25001,158208,255796,254463,289023,300799,325631,366079,442623,633855
1626786563.999,202,25001,153216,252796,251519,285951,297983,323839,357887,443135,460287
1626786564.999,203,24999,161408,251871,250367,284671,295935,322303,357631,413695,418303
1626786565.999,204,25000,153600,252337,250879,285439,296703,322303,354559,400127,401151
1626786566.999,205,25000,152448,252094,250623,285183,296703,321023,353279,397055,420607
1626786567.999,206,24999,154624,253994,252159,286975,299007,327167,495615,1010687,1190911
1626786568.999,207,25001,157952,253494,251391,285951,298239,328703,436735,913407,1016319
1626786569.999,208,25000,158592,1949297,254207,304639,12451839,43843583,54034431,65077247,65929215
1626786570.999,209,25000,158208,251902,250239,284671,296447,323071,362495,476159,583167
1626786571.999,210,25000,157184,252643,251135,285695,297215,323583,355327,406015,425215
1626786572.999,211,25000,157056,252154,250879,285183,296703,321535,356095,401407,432383
1626786573.999,212,25000,156800,252256,250879,285695,297215,322303,354047,384511,452351
1626786574.999,213,25000,157056,250839,249471,283391,294911,323327,354559,370943,376063
1626786575.999,214,24999,156672,253771,251903,286463,299007,329215,403455,756223,1159167
1626786576.999,215,25001,160768,252277,251135,284927,296191,321791,353279,398335,591359
1626786577.999,216,25000,152832,254270,253311,286463,297471,322815,356863,401407,868351
1626786578.999,217,24999,155648,251593,250239,284671,296447,322815,355327,389887,399359
1626786579.999,218,25001,160640,251000,249855,284159,295679,321279,354815,417279,473855
1626786580.999,219,25000,154368,1954951,253439,302591,13254655,42696703,50954239,52658175,52756479
1626786581.999,220,25001,157056,251919,250623,284415,295935,322559,356351,387327,744447
1626786582.999,221,25000,157056,254753,252543,287743,300543,329983,525311,969727,3332095
1626786583.999,222,24999,151552,253459,251263,286719,299263,328959,648703,996863,1575935
1626786584.999,223,25000,155904,252707,251007,284927,296703,321791,369407,991743,3078143
1626786585.999,224,25001,159232,252416,251007,285183,296959,324095,361471,381695,388607
1626786586.999,225,24998,159232,257399,252927,292095,307967,351743,900095,2031615,2056191
1626786587.999,226,25001,145024,251606,250239,283647,295167,321279,354303,383999,389631
1626786588.999,227,24999,163456,251358,249855,283903,295423,321791,353279,390655,614399
1626786589.999,228,25001,151040,252714,251263,285951,296959,324351,362239,438271,454399
1626786590.999,229,25001,157440,1904420,254079,304383,11558911,41975807,51445759,54657023,55214079
1626786591.999,230,24999,156672,252467,251263,285183,296959,323071,353279,375807,380415
1626786592.999,231,24999,159104,252129,251007,284927,295935,318975,349439,368639,395519
1626786593.999,232,25002,155904,252599,251263,285439,296703,323071,356863,385023,549375
1626786594.999,233,24999,158080,252966,251903,285695,296447,321279,356863,379903,392447
1626786595.999,234,25000,152576,252876,251775,285695,296959,322047,351999,379647,1192959
1626786596.999,235,24999,157824,252578,251007,285439,297215,322815,358399,389119,411135
1626786597.999,236,25001,155008,444967,253439,294655,321535,7524351,15097855,18661375,21676031
1626786598.999,237,24999,157056,255271,252927,288255,301055,331519,611839,1060863,1400831
1626786599.999,238,25001,160512,251745,250111,284671,297215,324607,366591,823807,907263
1626786600.999,239,25001,152576,1888042,254463,302847,11902975,41877503,50692095,54460415,54984703
1626786601.999,240,25000,159104,251938,250495,285183,296959,323583,357375,526335,623615
1626786602.999,241,24999,157696,252966,251775,285951,297215,322047,355327,386047,390911
1626786603.999,242,25001,157568,251709,250495,284671,296703,322303,355583,391423,895487
1626786604.999,243,24998,157312,252939,251519,286207,298239,323583,355583,370943,388351
1626786605.999,244,25001,150016,253656,251775,286975,298495,327167,390655,838655,1067007
1626786606.999,245,25001,152576,251944,250495,284671,296191,323583,355839,385535,411903
1626786607.999,246,24999,158080,252444,250751,284415,296191,321535,357375,429823,11329535
1626786608.999,247,25000,153600,253792,252287,286975,299007,324351,364031,663039,885247
1626786609.999,248,24999,152320,253069,251647,285951,297727,323839,360447,603135,805887
1626786610.999,249,25001,162304,253223,250751,284415,296191,324351,784895,1632255,1865727
1626786611.999,250,24999,159488,1878648,254463,303359,10813439,43417599,51445759,54132735,54558719
1626786612.999,251,25001,162304,255332,253183,288511,301567,332543,508159,1068031,1153023
1626786613.999,252,15398,164608,255182,253055,287999,300031,330239,559103,1357823,1402879
1626786626.000,265,4822,237440,422541,373247,518143,635903,1324031,3688447,5693439,5693439
1626786626.999,265,25001,217856,360519,343551,424703,463103,623615,2181119,8056831,9715711
1626786627.999,266,25000,164608,278598,270079,324863,347135,413439,1202175,2424831,12247039
1626786628.999,267,25001,162176,258652,256127,292095,305663,338687,664575,1099775,3278847
1626786629.999,268,25000,155392,255847,253823,288511,300031,328447,397567,1161215,1940479
1626786630.999,269,25000,149248,255686,254463,288767,300287,328447,365311,396031,560639
1626786631.999,270,25000,163968,2035350,262143,342783,13803519,44204031,51609599,53018623,53313535
1626786632.999,271,25000,153472,251460,249983,284671,295935,323583,356607,378111,400895
1626786633.999,272,25000,152320,250618,249343,283135,294911,322047,352767,391935,466687
1626786634.999,273,25000,156288,252087,250879,284671,296959,322815,359167,409343,917503
1626786635.999,274,24999,145152,252605,250623,285183,296959,327679,530943,995839,2232319
1626786636.999,275,25002,157056,251115,249727,283391,294655,320511,361215,411135,442367
1626786637.999,276,25000,157568,253315,249727,286463,300031,336383,858111,1396735,3321855
1626786638.999,277,25000,150656,251873,250751,284927,296191,321535,357887,381183,427519
1626786639.999,278,25000,152832,1847079,251647,302335,10690559,42631167,50659327,52035583,52658175
1626786640.999,279,25000,157056,252078,250367,285439,297215,323839,360191,403711,671231
1626786641.999,280,25000,152704,251918,250367,285183,296703,321791,359167,422143,687615
1626786642.999,281,25000,149248,253634,251903,286463,298495,330751,481791,1041919,1680383
1626786643.999,282,24999,149888,257447,252671,289791,304127,348927,1080319,2250751,3559423
1626786644.999,283,25002,155520,253197,251391,286207,297983,324351,380159,936959,1055743
1626786645.999,284,24999,154112,252667,251263,285439,296959,323071,356607,371711,383231
1626786646.999,285,24999,155776,252272,250879,284927,296959,323839,357375,532479,991743
1626786647.999,286,24999,164992,251203,249855,283647,295167,323071,358399,387583,460543
1626786648.999,287,25001,158080,2094439,253183,304895,14499839,46006271,53870591,56885247,57671679
1626786649.999,288,25001,155264,250727,249087,284159,295679,322559,357631,397567,1195007
1626786650.999,289,25000,154240,253612,249855,286719,301055,338943,756223,1385471,2983935
1626786651.999,290,24999,158080,250494,248831,282879,294399,321279,353023,377855,2109439
1626786652.999,291,25000,152320,263071,257919,299519,317439,394239,666111,3723263,4214783
1626786653.999,292,25000,159232,251875,250239,284927,296703,323071,363519,395519,431359
1626786654.999,293,25000,162048,251725,250111,284415,295679,322559,355839,387071,2797567
1626786655.999,294,25000,147712,250688,249215,283391,294911,321535,357375,389631,1430527
1626786656.999,295,25000,156928,251329,249983,284415,296447,322559,358399,429311,703999
1626786657.999,296,25000,157568,2089908,252927,307199,14483455,45187071,54001663,56033279,58327039
1626786658.999,297,25000,148480,254296,250367,286463,299519,336895,933887,1352703,2859007
1626786659.999,298,25000,155776,252686,250751,285695,298239,327423,397823,1008127,1060863
1626786660.999,299,25001,150400,250825,249599,283647,294911,320767,357375,392703,719871
1626786661.999,300,25000,147456,251450,249983,284415,295935,323839,356095,564223,616447
1626786662.999,301,24999,151936,250922,249087,283903,295679,321791,355327,675839,2091007
1626786663.999,302,25000,161024,251027,249599,283903,295679,323583,361983,399871,436735
1626786664.999,303,25000,156160,250521,248959,283647,295167,321535,350463,385791,420351
1626786665.999,304,24999,157312,1943062,252031,307199,13582335,43384831,52723711,54788095,58490879
1626786666.999,305,25002,154624,251083,249599,283903,295423,321535,356351,402943,424703
1626786667.999,306,25000,139904,250057,248703,282623,293887,321279,353535,402175,444415
1626786668.999,307,24999,151296,250845,249471,283391,295167,321023,354559,400895,404479
1626786669.999,308,25001,145920,250854,249599,283903,295423,322047,352255,383231,399103
1626786670.999,309,24999,145536,250507,248959,283903,294911,321535,352511,372479,377855
1626786671.999,310,25001,154496,1853440,252159,303359,10346495,43581439,50364415,51970047,62160895
1626786672.999,311,24999,154112,252558,250239,285951,298495,326911,447743,1001471,3971071
1626786673.999,312,25001,156800,252320,250239,285951,298495,329471,451583,988671,1010175
1626786674.999,313,24999,156672,252134,250367,286207,297983,323839,370687,868863,1070079
1626786675.999,314,25000,154624,251118,249855,284159,295679,320511,357887,389119,628735
1626786676.999,315,25000,154240,1886648,252031,302335,11853823,43024383,50003967,51085311,51281919
1626786677.999,316,25001,157696,250348,248831,283135,294911,321023,349695,376063,746495
1626786678.999,317,24999,154624,251247,249855,284671,296447,321535,354815,392703,525311
1626786679.999,318,25001,161536,250561,249087,283647,295423,320511,364799,540159,1469439
1626786680.999,319,24999,152704,251316,249471,284671,297215,326655,399103,796671,870911
1626786681.999,320,25001,159744,265994,255743,301055,326143,450303,1601535,4321279,5046271
1626786682.999,321,25000,153600,253026,251775,285951,298495,324095,355327,375807,410879
1626786683.999,322,25000,159488,1901384,252799,308479,11386879,43843583,50757631,52559871,55607295
1626786684.999,323,25000,158080,250758,249215,283903,295167,319743,361983,397311,1036287
1626786685.999,324,24999,154496,251121,249599,283647,295167,321023,356863,385023,396287
1626786686.999,325,25000,152832,250727,249343,283135,294911,322815,358911,507647,724991
1626786687.999,326,25000,155008,252633,250495,284927,297471,326655,404991,1546239,3561471
1626786688.999,327,25000,156928,1968286,254463,308479,12771327,44007423,50626559,51806207,52658175
1626786689.999,328,25000,150272,250515,248703,283903,296191,324607,367615,830975,998399
1626786690.999,329,25001,153984,252054,250623,284927,296703,323839,359423,409087,783359
1626786691.999,330,25000,168320,252305,251007,284927,296703,323071,364031,487167,600063
1626786692.999,331,24999,160256,251542,249983,285183,296703,322047,361215,450047,552447
1626786693.999,332,25000,162048,250251,248703,283391,294399,319231,353023,387583,407295
1626786694.999,333,25000,156800,251298,249855,284415,296191,320255,349439,371967,385791
1626786695.999,334,25000,149760,1950950,253311,306687,12607487,42500095,53313535,56557567,57180159
1626786696.999,335,25001,153088,251479,249983,284671,295935,323071,355071,388607,410879
1626786697.999,336,24999,147456,250474,249087,283647,294911,320511,353791,404479,2873343
1626786698.999,337,25000,157184,251745,250239,284415,296191,321791,357887,383743,393727
1626786699.999,338,25001,152448,250894,249599,283647,295167,318207,352767,665599,803839
1626786700.999,339,24999,156672,252020,250623,284927,296447,321023,355839,392191,443391
1626786701.999,340,25001,152192,251521,249983,284415,296703,322559,356095,398335,439039
1626786702.999,341,24999,155520,2046232,253951,307199,14057471,45383679,52690943,54820863,55410687
1626786703.999,342,25001,159232,252847,250111,285439,297983,331775,747007,1076223,1201151
1626786704.999,343,24999,147200,252077,249983,284671,296191,324095,379135,1170431,3237887
1626786705.999,344,25001,146688,252404,251007,285439,296447,322559,361983,435967,1115135
1626786706.999,345,24999,159872,251278,249727,284415,295679,323583,355327,392447,690687
1626786707.999,346,25000,153216,251285,249855,284159,295679,321279,353023,385023,712191
1626786708.999,347,24999,149504,1983164,252543,304895,13918207,44072959,52166655,55181311,58884095
1626786709.999,348,25002,155392,251785,249983,284671,296191,324351,363519,791039,867839
1626786710.999,349,24999,156672,252574,250623,285951,298495,325631,425727,798207,1395711
1626786711.999,350,25001,145024,251799,250367,284671,295935,321791,364543,412415,487935
1626786712.999,351,24999,156288,250569,249087,283391,294911,322047,360191,382975,396799
1626786713.999,352,25000,154112,251639,250239,284415,296447,323839,357119,420607,2060287
1626786714.999,353,25000,153984,250195,248575,283391,294911,319999,354815,390143,515327
1626786715.999,354,25000,154880,1902661,251519,302847,11583487,42860543,51478527,54624255,57737215
1626786716.999,355,25001,158080,250853,249471,283647,295423,322047,353535,379647,396031
1626786717.999,356,25001,157568,251818,249727,284927,297215,325375,471039,949759,1153023
1626786718.999,357,24998,161408,384839,253183,303103,345343,4698111,11952127,20119551,23314431
1626786719.999,358,25000,159232,252504,250751,285951,297471,325119,370943,771583,1043455
1626786720.999,359,25002,152960,252403,250751,285183,296959,323327,368639,459519,2729983
1626786721.999,360,24998,158976,252000,250495,284671,296703,323327,362239,623615,3276799
1626786722.999,361,24999,156288,1979267,253055,304639,13058047,43778047,50823167,52264959,52887551
1626786723.999,362,25001,156416,249898,248575,283647,294911,320511,358399,386303,399615
1626786724.999,363,25000,156160,250806,249471,283647,295167,320511,355839,378879,391679
1626786725.999,364,24999,157568,252503,250495,285695,297727,326399,514815,908287,1230847
1626786726.999,365,25001,154880,250475,248959,283391,294911,321279,356863,477695,598015
1626786727.999,366,25000,151424,250777,249471,283903,295423,322815,353279,374783,402943
1626786728.999,367,25000,155264,250099,248575,283391,294911,318719,353279,392191,1073151
1626786729.999,368,25000,160768,2183217,253183,306431,16490495,47546367,54329343,56492031,56950783
1626786730.999,369,25000,148096,250228,248703,282879,294655,321023,358655,451839,1917951
1626786731.999,370,25001,152448,252816,251391,285695,296959,323583,364799,452863,914943
1626786732.999,371,24999,150656,252972,251007,286207,297471,326143,460543,1055743,1864703
1626786733.999,372,24999,153984,254395,251391,287231,299519,333567,829951,1281023,1383423
1626786734.999,373,25001,156672,252554,250623,284927,296447,324351,410367,1051647,1162239
1626786735.999,374,25000,155904,251879,250623,284927,296191,323071,357119,395519,485375
1626786736.999,375,25001,157184,251938,250367,284927,297215,322815,357887,406015,495615
1626786737.999,376,25000,152832,1889798,251903,302591,11862015,43941887,50298879,51642367,55607295
1626786738.999,377,25000,157312,250014,248575,283391,294655,320767,355839,397567,1058815
1626786739.999,378,24999,141312,251125,249727,284415,296191,322047,355839,384511,385535
1626786740.999,379,25002,157440,252119,250239,285183,296703,325119,417535,929791,1088511
1626786741.999,380,24998,158976,270366,256767,304895,333311,526335,1917951,4993023,5660671
1626786742.999,381,24999,164352,255901,254591,289023,300287,324863,361983,399871,461311
1626786743.999,382,25001,160384,252483,251007,285951,297215,322559,353791,376831,395263
1626786744.999,383,25000,156160,253735,251903,287487,299519,327423,371455,496383,772095
1626786745.999,384,20176,159488,2355459,254975,318975,20348927,45842431,55083007,59768831,62390271
1626786759.001,398,20676,195328,359844,334335,413951,460799,999935,2658303,5640191,5922815
